tournament,stage,match_type,map,agent,total_wins_by_map,total_loss_by_map,total_maps_played,team_id
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Haven,yoru,1,0,1,14
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Lotus,omen,1,1,2,17
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Corrode,viper,0,1,4,918
VCT 2025: China Stage 2,Playoffs,Upper Quarterfinals,Corrode,fade,0,1,1,1120
VCT 2025: China Stage 2,Playoffs,Lower Round 1,Sunset,omen,0,1,1,12685
VCT 2025: China Stage 2,Group Stage,Week 1,Corrode,neon,1,0,1,1120
VCT 2025: China Stage 2,Group Stage,Week 1,Lotus,cypher,1,0,1,11981
VCT 2025: China Stage 2,Group Stage,Week 1,Icebox,reyna,0,1,1,11981
VCT 2025: China Stage 2,Group Stage,Week 2,Ascent,sova,0,1,1,12064
VCT 2025: China Stage 2,Group Stage,Week 4,Bind,yoru,1,0,1,1119
VCT 2025: China Stage 2,All Stages,All Match Types,Lotus,raze,5,0,5,12010
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Sunset,neon,0,1,1,2059
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Corrode,yoru,1,0,1,474
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Corrode,gekko,0,1,1,4915
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,omen,0,1,1,2593
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Corrode,kayo,2,1,3,14419
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Bind,raze,2,0,2,1001
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,fade,4,0,4,474
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sunset,fade,0,1,1,2
VCT 2025: Americas Stage 2,Group Stage,Week 2,Sunset,yoru,0,1,1,7386
VCT 2025: Americas Stage 2,Group Stage,Week 2,Corrode,kayo,1,0,1,
VCT 2025: Americas Stage 2,Group Stage,Week 4,Ascent,omen,0,1,1,2406
VCT 2025: Americas Stage 2,Group Stage,Week 5,Haven,neon,0,1,1,2355
VCT 2025: Americas Stage 2,Group Stage,Week 5,Ascent,omen,0,1,1,188
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (0-1),Pearl,fade,1,0,1,13790
Valorant Masters Toronto 2025,All Stages,All Match Types,Split,neon,0,2,2,17
Valorant Masters Toronto 2025,All Stages,All Match Types,Haven,breach,0,1,1,7386
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Icebox,sova,0,1,1,7035
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Lotus,omen,0,1,1,14419
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,raze,0,1,1,8877
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,yoru,1,2,3,14419
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,omen,0,2,2,4915
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Fracture,cypher,0,3,3,4915
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Ascent,omen,2,0,2,14419
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Pearl,neon,1,0,1,878
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Icebox,kayo,0,1,1,878
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,breach,0,1,1,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Icebox,reyna,1,0,1,14
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Ascent,kayo,0,1,1,278
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Haven,neon,0,1,1,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Pearl,astra,1,0,1,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,omen,0,1,1,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Lotus,fade,1,0,1,11060
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,breach,2,0,3,466
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Ascent,fade,1,2,3,278
VCT 2025: China Stage 1,Playoffs,Upper Semifinals,Lotus,iso,0,1,1,1120
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Lotus,yoru,0,1,1,12685
VCT 2025: China Stage 1,Group Stage,Week 1,Split,waylay,0,1,1,1119
VCT 2025: China Stage 1,Group Stage,Week 1,Haven,cypher,0,1,1,731
VCT 2025: China Stage 1,Group Stage,Week 3,Fracture,tejo,1,0,1,13581
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,reyna,0,1,1,13790
VCT 2025: China Stage 1,Group Stage,Week 4,Split,tejo,1,0,1,13576
VCT 2025: China Stage 1,Group Stage,Week 4,Pearl,neon,1,0,1,12064
VCT 2025: China Stage 1,Group Stage,Week 5,Split,omen,1,0,1,14137
VCT 2025: China Stage 1,All Stages,All Match Types,Pearl,fade,4,0,6,12010
VCT 2025: China Stage 1,All Stages,All Match Types,Lotus,cypher,3,1,4,11981
VCT 2025: China Stage 1,All Stages,All Match Types,Haven,breach,2,1,3,1120
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Fracture,breach,1,0,1,5248
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Icebox,jett,1,0,1,5248
VCT 2025: Americas Stage 1,Playoffs,Lower Final,Lotus,breach,1,0,1,11058
VCT 2025: Americas Stage 1,Group Stage,Week 1,Lotus,breach,0,1,1,2406
VCT 2025: Americas Stage 1,Group Stage,Week 1,Lotus,omen,0,1,1,15072
VCT 2025: Americas Stage 1,Group Stage,Week 5,Fracture,tejo,1,0,1,
VCT 2025: Americas Stage 1,Group Stage,Week 5,Lotus,viper,0,1,1,5248
VCT 2025: Americas Stage 1,All Stages,All Match Types,Fracture,cypher,0,1,1,11058
VCT 2025: Americas Stage 1,All Stages,All Match Types,Split,sage,2,2,4,120
VCT 2025: Americas Stage 1,All Stages,All Match Types,Icebox,yoru,0,1,2,2359
VCT 2025: Americas Stage 1,All Stages,All Match Types,Icebox,sova,0,1,2,2359
VCT 2025: Americas Stage 1,All Stages,All Match Types,Icebox,viper,0,2,2,15072
Valorant Masters Bangkok 2025,Playoffs,Upper Final,Lotus,omen,0,1,1,1120
Valorant Masters Bangkok 2025,Playoffs,Grand Final,Lotus,yoru,1,0,1,11058
Valorant Masters Bangkok 2025,Playoffs,Grand Final,Abyss,breach,1,0,1,11058
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Bind,viper,1,0,1,474
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Lotus,sage,0,1,1,4915
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,Bind,brimstone,0,1,1,2059
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Lotus,yoru,0,1,1,8877
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Bind,tejo,0,1,2,1184
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Fracture,killjoy,1,0,1,14
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Bind,raze,0,1,1,14
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,Abyss,kayo,0,1,1,17
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Bind,deadlock,0,1,1,11060
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,astra,1,1,2,11060
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Split,breach,1,0,1,6961
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Lotus,raze,0,1,1,7386
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Haven,cypher,0,1,1,2406
VCT 2025: Americas Kickoff,Main Event,Upper Final,Pearl,yoru,0,1,1,2
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,sova,0,1,1,2406
VCT 2025: China Kickoff,Main Event,Upper Round 1,Split,raze,1,0,1,13581
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Fracture,fade,1,0,1,11328
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Pearl,killjoy,1,0,1,12685
VCT 2025: China Kickoff,All Stages,All Match Types,Haven,sova,2,2,4,11981
VCT 2025: China Kickoff,All Stages,All Match Types,Bind,raze,0,1,2,13576
Valorant Champions 2025,Playoffs,Upper Quarterfinals,Ascent,yoru,1,0,1,624
Valorant Champions 2025,Playoffs,Upper Semifinals,Abyss,cypher,0,1,1,7386
Valorant Champions 2025,Group Stage,Elimination (C),Bind,raze,1,0,1,474
Valorant Champions 2025,Group Stage,Elimination (C),Bind,viper,0,1,1,1120
Valorant Champions 2025,Group Stage,Elimination (C),Bind,tejo,0,1,1,1120
Valorant Champions 2025,All Stages,All Match Types,Bind,fade,1,1,2,7386
Valorant Champions 2025,All Stages,All Match Types,Sunset,breach,0,1,2,2593
Valorant Champions 2025,All Stages,All Match Types,Ascent,cypher,1,1,2,1001
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,Haven,sova,0,1,1,8304
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Haven,killjoy,1,0,1,17
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,Corrode,omen,0,1,1,8304
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Icebox,sage,1,0,1,8185
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Corrode,yoru,1,0,1,8304
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Corrode,omen,1,0,1,11060
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Bind,viper,1,0,1,8185
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Bind,brimstone,5,0,5,624
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Icebox,sova,2,3,5,8304
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Icebox,sage,2,3,5,8304
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Icebox,jett,0,2,2,11060
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Lotus,omen,1,2,3,14
VCT 2025: China Stage 2,Playoffs,Upper Final,Lotus,cypher,0,1,1,11981
VCT 2025: China Stage 2,Playoffs,Lower Round 1,Icebox,omen,1,0,1,1119
VCT 2025: China Stage 2,Playoffs,Lower Round 3,Corrode,omen,1,0,1,1120
VCT 2025: China Stage 2,Group Stage,Week 1,Icebox,jett,1,0,1,12064
VCT 2025: China Stage 2,Group Stage,Week 3,Bind,viper,1,0,1,12010
VCT 2025: China Stage 2,Group Stage,Week 3,Haven,neon,1,1,2,11328
VCT 2025: China Stage 2,Group Stage,Week 3,Sunset,omen,1,1,2,11328
VCT 2025: China Stage 2,Group Stage,Week 4,Corrode,neon,1,0,1,12064
VCT 2025: China Stage 2,All Stages,All Match Types,Sunset,omen,1,2,3,12685
VCT 2025: China Stage 2,All Stages,All Match Types,Sunset,sova,1,1,3,14137
VCT 2025: China Stage 2,All Stages,All Match Types,Bind,fade,3,1,4,12010
VCT 2025: China Stage 2,All Stages,All Match Types,Haven,sova,4,0,4,13581
VCT 2025: China Stage 2,All Stages,All Match Types,Haven,cypher,1,2,3,12685
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Ascent,sova,1,0,1,14419
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Sunset,yoru,1,0,1,474
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Haven,sova,1,0,1,4915
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 3,Haven,viper,0,1,1,4915
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Icebox,viper,1,0,1,7035
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Lotus,deadlock,0,1,1,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Ascent,kayo,1,0,1,474
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Haven,omen,0,1,1,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Bind,gekko,1,0,1,1001
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Icebox,jett,4,1,5,4915
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,fade,2,1,3,397
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,sova,0,1,1,11479
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Haven,cypher,0,1,1,11479
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sunset,omen,0,1,1,
VCT 2025: Americas Stage 2,Group Stage,Week 1,Lotus,tejo,0,1,1,11058
VCT 2025: Americas Stage 2,Group Stage,Week 2,Haven,omen,1,0,1,11058
VCT 2025: Americas Stage 2,Group Stage,Week 2,Haven,sova,0,1,1,5248
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sunset,omen,0,1,1,2406
VCT 2025: Americas Stage 2,All Stages,All Match Types,Haven,sova,0,2,2,5248
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Sunset,cypher,0,1,1,12010
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Lotus,fade,0,1,1,7035
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Pearl,killjoy,0,1,1,4915
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Pearl,astra,1,0,1,1001
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Icebox,killjoy,1,0,1,4915
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Lotus,omen,3,0,3,474
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Lotus,cypher,1,0,1,918
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Fracture,brimstone,1,0,1,8304
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Icebox,iso,1,0,1,6199
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Ascent,astra,0,1,1,278
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,omen,4,1,5,17
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Lotus,cypher,0,2,3,6199
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,vyse,1,1,2,918
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,breach,0,2,2,278
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,omen,2,2,4,5448
VCT 2025: China Stage 1,Playoffs,Grand Final,Haven,yoru,1,0,1,13581
VCT 2025: China Stage 1,Playoffs,Lower Round 3,Pearl,vyse,1,0,1,12010
VCT 2025: China Stage 1,Group Stage,Week 4,Split,fade,0,1,1,731
VCT 2025: China Stage 1,Group Stage,Week 5,Split,yoru,1,0,1,12685
VCT 2025: China Stage 1,All Stages,All Match Types,Pearl,chamber,3,2,5,13790
VCT 2025: China Stage 1,All Stages,All Match Types,Pearl,fade,0,1,1,11981
VCT 2025: China Stage 1,All Stages,All Match Types,Pearl,yoru,1,1,3,12685
VCT 2025: China Stage 1,All Stages,All Match Types,Fracture,breach,2,2,4,14137
VCT 2025: China Stage 1,All Stages,All Match Types,Fracture,breach,0,2,2,12685
VCT 2025: China Stage 1,All Stages,All Match Types,Ascent,tejo,0,1,1,12685
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Fracture,raze,0,1,1,
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Haven,iso,1,0,1,120
VCT 2025: Americas Stage 1,Group Stage,Week 1,Lotus,deadlock,0,1,1,188
VCT 2025: Americas Stage 1,Group Stage,Week 1,Split,yoru,0,1,1,2359
VCT 2025: Americas Stage 1,Group Stage,Week 2,Fracture,neon,1,0,1,120
VCT 2025: Americas Stage 1,Group Stage,Week 2,Fracture,raze,0,1,1,5248
VCT 2025: Americas Stage 1,Group Stage,Week 4,Pearl,tejo,0,1,1,2406
VCT 2025: Americas Stage 1,Group Stage,Week 5,Icebox,kayo,0,1,1,2406
VCT 2025: Americas Stage 1,Group Stage,Week 5,Icebox,jett,0,1,1,120
VCT 2025: Americas Stage 1,Group Stage,Week 5,Pearl,yoru,0,1,1,188
VCT 2025: Americas Stage 1,Group Stage,Week 5,Pearl,fade,0,1,1,6961
VCT 2025: Americas Stage 1,Group Stage,Week 5,Split,raze,1,0,1,5248
VCT 2025: Americas Stage 1,All Stages,All Match Types,Pearl,kayo,0,1,2,6961
VCT 2025: Americas Stage 1,All Stages,All Match Types,Icebox,killjoy,0,1,1,2406
Valorant Masters Bangkok 2025,Playoffs,Grand Final,Abyss,fade,0,1,1,14
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (1-0),Split,yoru,0,1,1,8185
VCT 2025: EMEA Kickoff,Main Event,Upper Round 1,Lotus,cypher,1,0,1,397
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Haven,breach,0,1,1,4915
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Abyss,omen,1,1,2,12694
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Pearl,kayo,2,1,3,12694
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Pearl,tejo,1,0,1,1184
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Split,yoru,3,0,3,474
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Abyss,sova,0,1,1,918
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Lotus,omen,1,0,1,8185
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Haven,neon,1,0,1,17
VCT 2025: Pacific Kickoff,Main Event,Lower Round 2,Pearl,jett,0,1,1,878
VCT 2025: Pacific Kickoff,Main Event,Lower Final,Split,yoru,0,1,1,14
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Pearl,sova,2,1,3,878
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Split,astra,1,0,1,17
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,astra,0,1,1,188
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,Abyss,yoru,0,1,1,15072
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,Haven,omen,0,1,1,6961
VCT 2025: Americas Kickoff,All Stages,All Match Types,Fracture,brimstone,0,1,1,2359
VCT 2025: China Kickoff,Main Event,Upper Quarterfinals,Abyss,cypher,1,0,1,12685
VCT 2025: China Kickoff,Main Event,Upper Semifinals,Bind,astra,0,1,1,11328
VCT 2025: China Kickoff,Main Event,Upper Final,Bind,raze,0,1,1,12010
VCT 2025: China Kickoff,Main Event,Lower Round 1,Abyss,omen,1,0,1,13576
VCT 2025: China Kickoff,Main Event,Lower Round 3,Haven,jett,0,1,1,11328
VCT 2025: China Kickoff,All Stages,All Match Types,Fracture,killjoy,1,2,3,14137
VCT 2025: China Kickoff,All Stages,All Match Types,Bind,skye,2,1,3,13581
Valorant Champions 2025,Playoffs,Upper Semifinals,Corrode,sova,0,1,1,7386
Valorant Champions 2025,Playoffs,Lower Round 1,Ascent,kayo,0,1,1,14419
Valorant Champions 2025,Playoffs,Lower Round 3,Lotus,vyse,1,0,1,8185
Valorant Champions 2025,Group Stage,Opening (C),Bind,fade,1,0,1,8185
Valorant Champions 2025,All Stages,All Match Types,Sunset,raze,2,0,2,624
Valorant Champions 2025,All Stages,All Match Types,Haven,omen,1,2,3,
Valorant Champions 2025,All Stages,All Match Types,Abyss,kayo,1,2,3,7386
Valorant Champions 2025,All Stages,All Match Types,Abyss,cypher,1,2,3,878
Valorant Champions 2025,All Stages,All Match Types,Abyss,yoru,0,1,1,11981
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 3,Ascent,omen,0,1,1,14
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Icebox,viper,1,0,1,8185
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Haven,sova,0,1,1,5448
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Corrode,fade,0,1,1,878
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Icebox,killjoy,0,1,1,17
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Ascent,cypher,0,1,1,6199
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Haven,vyse,4,0,4,624
VCT 2025: Pacific Stage 2,All Stages,All Match Types,Corrode,sova,0,1,2,5448
VCT 2025: China Stage 2,Group Stage,Week 1,Ascent,sova,0,1,1,12064
VCT 2025: China Stage 2,Group Stage,Week 2,Corrode,fade,1,0,1,731
VCT 2025: China Stage 2,Group Stage,Week 3,Bind,fade,1,0,1,12010
VCT 2025: China Stage 2,Group Stage,Week 3,Ascent,vyse,1,1,2,11981
VCT 2025: China Stage 2,Group Stage,Week 3,Lotus,viper,1,0,1,13576
VCT 2025: China Stage 2,All Stages,All Match Types,Sunset,omen,2,1,3,1119
VCT 2025: China Stage 2,All Stages,All Match Types,Bind,deadlock,1,0,2,12064
VCT 2025: China Stage 2,All Stages,All Match Types,Ascent,kayo,0,2,2,12064
VCT 2025: China Stage 2,All Stages,All Match Types,Haven,neon,4,0,4,13581
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,Ascent,kayo,0,1,1,4915
VCT 2025: EMEA Stage 2,Playoffs,Grand Final,Lotus,omen,1,0,1,474
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Sunset,cypher,0,1,1,4915
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Ascent,killjoy,0,1,1,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 4,Corrode,neon,0,1,1,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Icebox,viper,0,1,1,7035
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Bind,gekko,0,1,1,474
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Sunset,sova,1,0,1,397
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Sunset,breach,5,2,7,14419
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Lotus,fade,0,1,3,7035
VCT 2025: EMEA Stage 2,All Stages,All Match Types,Ascent,sova,1,2,3,7035
VCT 2025: Americas Stage 2,Group Stage,Week 3,Lotus,fade,1,0,1,
VCT 2025: Americas Stage 2,Group Stage,Week 4,Corrode,omen,1,0,1,11058
VCT 2025: Americas Stage 2,Group Stage,Week 5,Sunset,omen,0,1,1,120
VCT 2025: Americas Stage 2,All Stages,All Match Types,Haven,neon,4,1,5,2359
VCT 2025: Americas Stage 2,All Stages,All Match Types,Sunset,sova,2,1,3,2359
VCT 2025: Americas Stage 2,All Stages,All Match Types,Corrode,yoru,0,1,4,11058
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Pearl,yoru,1,0,1,624
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Lotus,vyse,0,1,1,12010
Valorant Masters Toronto 2025,All Stages,All Match Types,Lotus,viper,0,1,1,878
Valorant Masters Toronto 2025,All Stages,All Match Types,Haven,sova,0,1,1,13581
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Icebox,gekko,1,0,1,4915
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Ascent,tejo,1,0,1,397
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Icebox,breach,0,1,1,11479
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Ascent,deadlock,1,0,1,474
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Lotus,tejo,1,0,1,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Icebox,viper,1,0,1,7035
VCT 2025: EMEA Stage 1,Group Stage,Week 5,Icebox,sova,1,0,1,7035
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,vyse,3,2,5,4915
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Split,breach,0,2,3,11479
VCT 2025: EMEA Stage 1,All Stages,All Match Types,Haven,cypher,5,0,5,1001
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Split,viper,1,0,1,878
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Fracture,tejo,0,1,1,6199
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Split,yoru,1,0,1,5448
VCT 2025: Pacific Stage 1,Group Stage,Week 1,Ascent,kayo,0,1,1,17
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Lotus,tejo,1,0,1,466
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Ascent,sova,1,0,1,878
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Fracture,breach,0,1,1,278
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Split,viper,0,1,1,17
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Pearl,vyse,0,2,3,878
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Fracture,brimstone,3,0,3,8185
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,viper,2,1,3,878
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,breach,1,0,2,8185
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Split,cypher,0,1,1,8304
VCT 2025: Pacific Stage 1,All Stages,All Match Types,Haven,deadlock,3,0,5,8304
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Lotus,iso,1,0,1,1120
VCT 2025: China Stage 1,Playoffs,Lower Round 2,Ascent,omen,1,0,1,1120
VCT 2025: China Stage 1,Group Stage,Week 1,Lotus,viper,0,1,1,12685
VCT 2025: China Stage 1,Group Stage,Week 3,Icebox,gekko,1,0,1,13581
VCT 2025: China Stage 1,Group Stage,Week 5,Split,iso,1,0,1,1120
VCT 2025: China Stage 1,All Stages,All Match Types,Haven,tejo,2,0,2,13581
VCT 2025: China Stage 1,All Stages,All Match Types,Haven,tejo,0,2,3,14137
VCT 2025: China Stage 1,All Stages,All Match Types,Haven,sova,0,3,3,731
VCT 2025: Americas Stage 1,Group Stage,Week 1,Split,omen,0,1,1,2359
VCT 2025: Americas Stage 1,Group Stage,Week 2,Lotus,fade,0,1,1,2
VCT 2025: Americas Stage 1,Group Stage,Week 2,Fracture,tejo,0,1,1,5248
VCT 2025: Americas Stage 1,Group Stage,Week 3,Icebox,reyna,0,1,1,6961
VCT 2025: Americas Stage 1,Group Stage,Week 5,Haven,yoru,0,1,1,15072
VCT 2025: Americas Stage 1,Group Stage,Week 5,Ascent,kayo,1,0,1,2406
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,Lotus,omen,1,0,1,11058
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Bind,brimstone,1,0,1,474
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,Fracture,vyse,1,0,1,14
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,Pearl,neon,1,0,1,14
Valorant Masters Bangkok 2025,All Stages,All Match Types,Split,omen,0,1,1,8185
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Lotus,vyse,1,0,1,7035
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Abyss,kayo,0,1,1,11479
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Bind,astra,0,1,1,397
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Haven,jett,3,0,3,474
VCT 2025: EMEA Kickoff,All Stages,All Match Types,Haven,breach,0,1,1,4915
VCT 2025: Pacific Kickoff,Main Event,Lower Round 4,Lotus,omen,0,1,1,8304
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,vyse,2,0,3,8185
VCT 2025: Pacific Kickoff,All Stages,All Match Types,Fracture,neon,0,1,1,466
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Abyss,astra,1,0,1,7386
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,Lotus,raze,0,1,1,7386
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,Lotus,fade,0,1,1,7386
VCT 2025: Americas Kickoff,All Stages,All Match Types,Pearl,astra,3,0,3,7386
VCT 2025: China Kickoff,Main Event,Grand Final,Abyss,jett,0,1,1,12685
