tournament,stage,match_type,match_name,map,type,initiated,won,team_id
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,G2 Esports vs LEVIATÁN,Fracture,$ (won),2,1,11058
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Lotus,Eco (won),3,1,7386
VCT 2025: Americas Kickoff,Main Event,Lower Round 4,MIBR vs KRÜ Esports,Split,Eco (won),2,2,7386
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Split,$ (won),3,1,7386
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,Fracture,$$ (won),7,2,2
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,All Maps,Pistol Won,0,1,13581
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,$$$ (won),21,13,2593
Valorant Champions 2025,Group Stage,Decider (D),T1 vs G2 Esports,All Maps,$ (won),4,2,14
Valorant Champions 2025,Playoffs,Upper Quarterfinals,NRG vs GIANTX,Haven,Eco (won),2,2,
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Sunset,$$ (won),3,2,8185
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Bind,Pistol Won,0,1,8185
VCT 2025: Americas Stage 2,Group Stage,Week 1,Sentinels vs G2 Esports,Lotus,$ (won),2,1,2
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,All Maps,$$$ (won),20,20,2
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Lotus,$ (won),2,0,188
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,All Maps,$$$ (won),31,16,120
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,All Maps,$$ (won),14,5,2406
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Corrode,$$$ (won),15,8,2359
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Gentle Mates vs Team Heretics,Bind,$ (won),1,0,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 3,KOI vs Karmine Corp,Lotus,Eco (won),3,1,8877
VCT 2025: EMEA Stage 2,Group Stage,Week 5,KOI vs Natus Vincere,All Maps,$$ (won),16,7,7035
VCT 2025: EMEA Stage 2,Group Stage,Week 5,GIANTX vs Team Heretics,Ascent,Pistol Won,0,1,1001
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Gentle Mates vs Team Vitality,Lotus,$$$ (won),15,10,12694
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Gentle Mates vs Team Vitality,Ascent,Pistol Won,0,1,2059
VCT 2025: EMEA Stage 2,Group Stage,Week 5,Team Liquid vs Karmine Corp,Bind,$ (won),1,0,8877
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Gen.G vs Global Esports,All Maps,$$$ (won),22,10,918
VCT 2025: Pacific Stage 2,Group Stage,Week 3,Gen.G vs Team Secret,All Maps,Pistol Won,0,3,6199
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,All Maps,Eco (won),5,3,11060
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 2,T1 vs Nongshim RedForce,Ascent,Pistol Won,0,1,14
VCT 2025: Pacific Stage 2,Playoffs,Upper Final,TALON vs Paper Rex,Haven,$$$ (won),17,10,624
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Haven,$ (won),2,0,474
Valorant Masters Toronto 2025,Swiss Stage,Round 3 (1-1),Paper Rex vs Team Liquid,Lotus,$ (won),2,0,474
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Haven,Pistol Won,0,1,878
Valorant Masters Toronto 2025,Playoffs,Lower Round 1,Rex Regum Qeon vs FNATIC,Ascent,$$$ (won),12,10,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Vitality vs FNATIC,Split,Eco (won),4,1,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 3,KOI vs BBL Esports,Icebox,$$$ (won),15,7,397
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Natus Vincere vs GIANTX,Split,$ (won),1,0,14419
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Karmine Corp vs FUT Esports,Ascent,$ (won),0,0,8877
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,BBL Esports vs Natus Vincere,Fracture,Pistol Won,0,2,4915
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 2,Team Liquid vs Natus Vincere,All Maps,$$$ (won),30,16,4915
VCT 2025: EMEA Stage 1,Playoffs,Upper Final,Team Heretics vs FNATIC,Icebox,Eco (won),3,1,2593
VCT 2025: EMEA Stage 1,Playoffs,Lower Final,Team Heretics vs Team Liquid,Icebox,$ (won),1,0,474
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,Icebox,$ (won),1,1,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 1,DetonatioN FocusMe vs Global Esports,Lotus,Pistol Won,0,1,278
VCT 2025: Pacific Stage 1,Group Stage,Week 2,Gen.G vs Paper Rex,All Maps,Eco (won),8,2,624
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Paper Rex vs BOOM Esports,Fracture,$$$ (won),11,6,624
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Pearl,$ (won),1,1,6199
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Haven,$$ (won),4,2,918
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Pearl,Eco (won),3,1,278
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,All Maps,Pistol Won,0,1,14
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Lotus,$$ (won),7,2,8185
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Lotus,$ (won),1,1,11060
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Haven,Eco (won),3,2,6199
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,All Maps,Pistol Won,0,1,878
VCT 2025: Americas Stage 1,Group Stage,Week 1,G2 Esports vs FURIA,Ascent,Pistol Won,0,0,2406
VCT 2025: Americas Stage 1,Group Stage,Week 3,Evil Geniuses vs Sentinels,Haven,Pistol Won,0,1,2
VCT 2025: Americas Stage 1,Group Stage,Week 3,G2 Esports vs NRG,Lotus,Eco (won),2,2,11058
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,Lotus,$$ (won),7,5,11058
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,All Maps,$$ (won),16,10,11058
VCT 2025: Americas Stage 1,Group Stage,Week 5,LEVIATÁN vs NRG,Fracture,Eco (won),4,0,2359
VCT 2025: Americas Stage 1,Playoffs,Lower Round 1,Cloud9 vs Evil Geniuses,All Maps,Pistol Won,0,2,5248
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,Lotus,Eco (won),2,2,2355
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,G2 Esports vs Trace Esports,All Maps,$$$ (won),17,5,12685
Valorant Masters Bangkok 2025,Playoffs,Upper Semifinals,Team Vitality vs G2 Esports,Bind,$ (won),2,0,11058
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FNATIC vs BBL Esports,Split,Eco (won),3,1,397
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Team Liquid vs Apeks,Pearl,$$$ (won),12,5,11479
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,Fracture,$$ (won),4,2,1184
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,All Maps,$$$ (won),23,16,2059
VCT 2025: Pacific Kickoff,Main Event,Upper Round 1,Global Esports vs Team Secret,Pearl,Pistol Won,0,0,6199
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,DRX vs Nongshim RedForce,Lotus,$$$ (won),15,10,8185
VCT 2025: Pacific Kickoff,Main Event,Upper Semifinals,T1 vs TALON,All Maps,$$$ (won),33,21,14
VCT 2025: Pacific Kickoff,Main Event,Upper Final,T1 vs DRX,Fracture,$ (won),2,1,14
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,KRÜ Esports vs LOUD,Split,$$ (won),9,5,6961
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Bind,Pistol Won,0,1,2
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Split,Pistol Won,0,1,7386
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,Abyss,$ (won),1,0,
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,NRG vs KRÜ Esports,Haven,Pistol Won,0,1,
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,All Maps,$ (won),2,0,2359
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,Lotus,$ (won),1,0,1001
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,$$$ (won),12,9,2593
Valorant Champions 2025,Playoffs,Lower Round 2,MIBR vs DRX,Sunset,$$ (won),6,4,7386
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,All Maps,Eco (won),8,4,2355
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,All Maps,Eco (won),10,3,2359
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,All Maps,$ (won),9,4,6961
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Corrode,$ (won),2,1,11058
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,All Maps,$ (won),2,0,
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Sunset,$$$ (won),17,11,14419
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Liquid vs Apeks,Lotus,Eco (won),2,2,474
VCT 2025: EMEA Stage 2,Group Stage,Week 3,Team Vitality vs Team Heretics,Haven,Eco (won),4,2,2059
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,Natus Vincere vs Team Vitality,Bind,$$ (won),6,1,4915
VCT 2025: EMEA Stage 2,Playoffs,Upper Final,BBL Esports vs Team Liquid,Bind,$ (won),1,1,397
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Rex Regum Qeon vs Global Esports,Corrode,Eco (won),3,1,878
VCT 2025: Pacific Stage 2,Group Stage,Week 2,DRX vs Team Secret,All Maps,$$ (won),11,1,6199
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,Lotus,$ (won),1,0,11060
VCT 2025: Pacific Stage 2,Playoffs,Upper Round 1,TALON vs Nongshim RedForce,All Maps,$$$ (won),29,10,11060
VCT 2025: Pacific Stage 2,Playoffs,Upper Semifinals,Paper Rex vs T1,All Maps,Eco (won),4,3,624
VCT 2025: Pacific Stage 2,Playoffs,Lower Final,TALON vs Rex Regum Qeon,Corrode,$ (won),1,0,878
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Bilibili Gaming vs Team Liquid,Icebox,Pistol Won,0,2,12010
Valorant Masters Toronto 2025,Swiss Stage,Round 1,Sentinels vs Wolves Esports,Lotus,Pistol Won,0,1,13790
Valorant Masters Toronto 2025,Swiss Stage,Round 2 (1-0),Paper Rex vs Gen.G,Ascent,$ (won),1,0,624
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,Split,$ (won),4,1,11058
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Icebox,$$ (won),2,1,13790
Valorant Masters Toronto 2025,Playoffs,Upper Final,Paper Rex vs Wolves Esports,Lotus,Eco (won),3,1,13790
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,Split,Eco (won),3,1,4915
VCT 2025: EMEA Stage 1,Group Stage,Week 4,GIANTX vs FNATIC,Lotus,$$$ (won),13,12,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 5,BBL Esports vs FUT Esports,Ascent,$ (won),2,1,397
VCT 2025: EMEA Stage 1,Group Stage,Week 5,GIANTX vs Apeks,Lotus,$$ (won),6,3,14419
VCT 2025: EMEA Stage 1,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Fracture,$ (won),0,0,1184
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Gen.G vs DetonatioN FocusMe,Lotus,Eco (won),2,2,17
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Nongshim RedForce vs Team Secret,Split,$$ (won),5,1,6199
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DRX vs BOOM Esports,Icebox,$ (won),1,0,466
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,All Maps,$$$ (won),37,24,878
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Lotus,$ (won),0,0,17
VCT 2025: Americas Stage 1,Group Stage,Week 1,Cloud9 vs NRG,Fracture,$$ (won),8,3,
VCT 2025: Americas Stage 1,Group Stage,Week 2,Sentinels vs KRÜ Esports,Lotus,Pistol Won,0,1,2355
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Ascent,$$ (won),3,1,2359
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,$ (won),2,0,15072
VCT 2025: Americas Stage 1,Group Stage,Week 3,Cloud9 vs MIBR,Lotus,$ (won),0,0,7386
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,Lotus,Eco (won),3,0,11058
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,All Maps,Pistol Won,0,2,11058
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,All Maps,$$$ (won),40,21,2359
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,Icebox,Pistol Won,0,1,120
VCT 2025: Americas Stage 1,Group Stage,Week 5,Evil Geniuses vs LOUD,Lotus,Eco (won),4,1,5248
VCT 2025: Americas Stage 1,Playoffs,Lower Round 2,KRÜ Esports vs Evil Geniuses,All Maps,Eco (won),5,3,2355
Valorant Masters Bangkok 2025,Swiss Stage,Round 3,G2 Esports vs Team Liquid,Haven,Eco (won),3,1,474
Valorant Masters Bangkok 2025,Playoffs,Lower Round 1,T1 vs Team Vitality,Lotus,Pistol Won,0,1,14
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Bind,Pistol Won,0,1,14
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,All Maps,Eco (won),7,2,1184
VCT 2025: EMEA Kickoff,Main Event,Upper Quarterfinals,FUT Esports vs Team Liquid,All Maps,$ (won),1,1,1184
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Gentle Mates vs KOI,All Maps,Eco (won),11,5,12694
VCT 2025: EMEA Kickoff,Main Event,Lower Round 3,FUT Esports vs FNATIC,All Maps,Pistol Won,0,0,2593
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Fracture,$$ (won),5,4,2059
VCT 2025: Pacific Kickoff,Main Event,Upper Quarterfinals,Gen.G vs Rex Regum Qeon,All Maps,Pistol Won,0,2,17
VCT 2025: Pacific Kickoff,Main Event,Grand Final,DRX vs T1,Abyss,$ (won),0,0,8185
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,2Game Esports vs FURIA,All Maps,$$ (won),8,6,2406
VCT 2025: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs 2Game Esports,All Maps,Pistol Won,0,4,2355
VCT 2025: Americas Kickoff,Main Event,Lower Round 2,Evil Geniuses vs MIBR,Abyss,Eco (won),3,1,7386
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Pearl,Eco (won),3,1,7386
VCT 2025: Americas Kickoff,Main Event,Grand Final,G2 Esports vs Sentinels,All Maps,Pistol Won,0,7,11058
Valorant Champions 2025,Group Stage,Opening (A),Paper Rex vs Xi Lai Gaming,Bind,$ (won),0,0,624
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,Pistol Won,0,3,2593
Valorant Champions 2025,Group Stage,Winner's (D),Team Heretics vs T1,All Maps,Eco (won),5,3,14
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,Pistol Won,0,1,8185
Valorant Champions 2025,Playoffs,Lower Round 1,Team Heretics vs GIANTX,All Maps,$$ (won),10,5,1001
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Lotus,Pistol Won,0,2,2593
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,All Maps,Eco (won),11,5,8185
VCT 2025: Americas Stage 2,Group Stage,Week 1,100 Thieves vs NRG,All Maps,Eco (won),6,2,
VCT 2025: Americas Stage 2,Group Stage,Week 2,2Game Esports vs G2 Esports,Ascent,Pistol Won,0,1,15072
VCT 2025: Americas Stage 2,Group Stage,Week 2,100 Thieves vs KRÜ Esports,Bind,$$$ (won),8,2,2355
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Haven,Eco (won),3,2,2
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,Icebox,Pistol Won,0,0,120
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,Ascent,$$ (won),2,2,11058
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,All Maps,$ (won),0,0,11058
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,All Maps,Eco (won),7,2,5248
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,All Maps,$ (won),5,0,188
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Corrode,Pistol Won,0,1,
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Corrode,$$ (won),6,2,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Lotus,Pistol Won,0,2,7035
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,All Maps,$$ (won),13,9,8877
VCT 2025: EMEA Stage 2,Group Stage,Week 4,KOI vs Apeks,Haven,$ (won),0,0,11479
VCT 2025: EMEA Stage 2,Group Stage,Week 5,FUT Esports vs BBL Esports,Ascent,$$ (won),4,2,397
VCT 2025: EMEA Stage 2,Playoffs,Upper Round 1,GIANTX vs Natus Vincere,Bind,$$ (won),5,2,14419
VCT 2025: EMEA Stage 2,Playoffs,Upper Semifinals,Team Heretics vs BBL Esports,Ascent,$$$ (won),16,10,1001
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,Bind,Pistol Won,0,0,8877
VCT 2025: EMEA Stage 2,Playoffs,Lower Round 1,FNATIC vs Karmine Corp,All Maps,Eco (won),7,5,2593
VCT 2025: EMEA Stage 2,Playoffs,Lower Final,BBL Esports vs GIANTX,Ascent,$ (won),2,0,397
VCT 2025: Pacific Stage 2,Group Stage,Week 1,DRX vs Nongshim RedForce,Bind,$ (won),0,0,8185
VCT 2025: Pacific Stage 2,Group Stage,Week 1,Global Esports vs Team Secret,Bind,$$ (won),4,2,918
VCT 2025: Pacific Stage 2,Group Stage,Week 2,Rex Regum Qeon vs Nongshim RedForce,Icebox,$$$ (won),9,6,878
VCT 2025: Pacific Stage 2,Group Stage,Week 4,Gen.G vs Nongshim RedForce,Lotus,Eco (won),3,1,17
VCT 2025: Pacific Stage 2,Playoffs,Lower Round 1,Nongshim RedForce vs DetonatioN FocusMe,Ascent,Eco (won),3,1,11060
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,G2 Esports vs Paper Rex,All Maps,$$ (won),13,7,11058
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,Rex Regum Qeon vs Wolves Esports,Ascent,$$$ (won),13,7,13790
Valorant Masters Toronto 2025,Playoffs,Upper Quarterfinals,FNATIC vs Gen.G,Haven,$ (won),1,0,17
Valorant Masters Toronto 2025,Playoffs,Upper Semifinals,Wolves Esports vs Gen.G,All Maps,$ (won),4,0,17
Valorant Masters Toronto 2025,Playoffs,Grand Final,Paper Rex vs FNATIC,Pearl,$$ (won),8,3,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 1,Team Vitality vs GIANTX,Lotus,$$ (won),3,3,2059
VCT 2025: EMEA Stage 1,Group Stage,Week 1,BBL Esports vs Karmine Corp,Icebox,$ (won),0,0,8877
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Apeks vs Natus Vincere,All Maps,$$$ (won),43,29,4915
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Vitality vs FNATIC,Lotus,$$$ (won),13,12,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 2,Team Vitality vs FNATIC,Haven,$$$ (won),16,10,2593
VCT 2025: EMEA Stage 1,Group Stage,Week 3,Karmine Corp vs Gentle Mates,Haven,Pistol Won,0,2,12694
VCT 2025: EMEA Stage 1,Group Stage,Week 4,Natus Vincere vs Team Heretics,Haven,Pistol Won,0,0,4915
VCT 2025: EMEA Stage 1,Playoffs,Upper Round 1,FNATIC vs FUT Esports,All Maps,Eco (won),8,3,1184
VCT 2025: EMEA Stage 1,Playoffs,Upper Semifinals,Team Liquid vs FNATIC,Fracture,$$$ (won),13,6,2593
VCT 2025: EMEA Stage 1,Playoffs,Grand Final,FNATIC vs Team Heretics,All Maps,$$ (won),12,7,2593
VCT 2025: Pacific Stage 1,Group Stage,Week 3,Rex Regum Qeon vs ZETA DIVISION,Split,$$$ (won),11,9,878
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,Haven,Eco (won),3,2,8304
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,All Maps,$$ (won),11,6,14
VCT 2025: Americas Stage 1,Group Stage,Week 1,KRÜ Esports vs LOUD,Split,Pistol Won,0,2,2355
VCT 2025: Americas Stage 1,Group Stage,Week 2,100 Thieves vs Evil Geniuses,All Maps,$$$ (won),28,18,120
VCT 2025: Americas Stage 1,Group Stage,Week 2,LEVIATÁN vs Cloud9,Split,$$ (won),5,3,2359
VCT 2025: Americas Stage 1,Group Stage,Week 3,2Game Esports vs KRÜ Esports,Pearl,$$$ (won),11,9,2355
VCT 2025: Americas Stage 1,Group Stage,Week 4,G2 Esports vs LEVIATÁN,Fracture,$ (won),3,2,11058
VCT 2025: Americas Stage 1,Group Stage,Week 4,Sentinels vs LOUD,Lotus,$$$ (won),16,8,2
VCT 2025: Americas Stage 1,Group Stage,Week 4,NRG vs MIBR,Icebox,$$$ (won),5,0,
VCT 2025: Americas Stage 1,Group Stage,Week 5,KRÜ Esports vs 100 Thieves,All Maps,Eco (won),6,3,120
Valorant Masters Bangkok 2025,Swiss Stage,Round 1,DRX vs Sentinels,Haven,$$ (won),5,3,2
Valorant Masters Bangkok 2025,Swiss Stage,Round 2 (0-1),Team Liquid vs Sentinels,Bind,Eco (won),2,2,474
Valorant Masters Bangkok 2025,Playoffs,Upper Final,EDward Gaming vs G2 Esports,Lotus,Eco (won),3,1,1120
Valorant Masters Bangkok 2025,Playoffs,Lower Final,EDward Gaming vs T1,Bind,$$ (won),3,3,14
VCT 2025: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs GIANTX,All Maps,$$$ (won),51,33,14419
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,All Maps,Pistol Won,0,3,2059
VCT 2025: EMEA Kickoff,Main Event,Upper Final,Team Vitality vs Team Heretics,All Maps,Eco (won),6,1,1001
VCT 2025: EMEA Kickoff,Main Event,Grand Final,Team Vitality vs Team Liquid,Haven,$$ (won),4,3,474
VCT 2025: Pacific Kickoff,Main Event,Lower Round 1,Rex Regum Qeon vs Team Secret,Haven,$ (won),0,0,878
VCT 2025: Pacific Kickoff,Main Event,Lower Round 3,TALON vs Nongshim RedForce,Split,$$ (won),4,3,8304
VCT 2025: Pacific Kickoff,Main Event,Lower Final,T1 vs Gen.G,Bind,Eco (won),3,1,17
VCT 2025: Americas Kickoff,Main Event,Upper Round 1,Evil Geniuses vs LOUD,Pearl,Pistol Won,0,0,6961
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,All Maps,Pistol Won,0,3,2
VCT 2025: Americas Kickoff,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,All Maps,$$$ (won),31,18,2
VCT 2025: Americas Kickoff,Main Event,Upper Semifinals,G2 Esports vs LEVIATÁN,Pearl,Eco (won),3,1,11058
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Pearl,$ (won),1,0,2359
VCT 2025: Americas Kickoff,Main Event,Lower Round 3,LEVIATÁN vs MIBR,Pearl,$$ (won),6,5,7386
VCT 2025: Americas Kickoff,Main Event,Lower Final,Sentinels vs MIBR,Pearl,$$ (won),6,3,7386
Valorant Champions 2025,Group Stage,Opening (B),Rex Regum Qeon vs FNATIC,All Maps,Eco (won),7,1,878
Valorant Champions 2025,Group Stage,Winner's (A),Paper Rex vs GIANTX,Sunset,$$$ (won),14,8,624
Valorant Champions 2025,Group Stage,Winner's (B),MIBR vs FNATIC,Abyss,$$ (won),5,1,7386
Valorant Champions 2025,Group Stage,Elimination (B),Bilibili Gaming vs Rex Regum Qeon,All Maps,$$$ (won),20,10,12010
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Abyss,$$$ (won),16,11,8185
Valorant Champions 2025,Playoffs,Lower Round 1,DRX vs G2 Esports,Bind,Eco (won),3,1,8185
Valorant Champions 2025,Playoffs,Upper Semifinals,FNATIC vs Paper Rex,Haven,$$$ (won),12,9,2593
Valorant Champions 2025,Playoffs,Upper Semifinals,MIBR vs NRG,Haven,Pistol Won,0,0,
Valorant Champions 2025,Playoffs,Lower Round 3,DRX vs Paper Rex,All Maps,Pistol Won,0,1,624
Valorant Champions 2025,Playoffs,Lower Final,FNATIC vs DRX,Sunset,$ (won),1,0,2593
VCT 2025: Americas Stage 2,Group Stage,Week 1,MIBR vs KRÜ Esports,Haven,$ (won),2,1,7386
VCT 2025: Americas Stage 2,Group Stage,Week 2,FURIA vs Sentinels,Icebox,Eco (won),2,2,2
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Ascent,$$ (won),6,4,11058
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,All Maps,$ (won),2,0,11058
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,All Maps,$$$ (won),37,21,6961
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Corrode,$$$ (won),10,10,
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Sunset,$$$ (won),11,7,
